Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral,Distiller
PITTYVAICH 1989 25 YEAR (2015 SPECIAL RELEASE),Single Malt,SPEYSIDE,4.13,,https://distiller.com/spirits/pittyvaich-1989-25-year-2015-special-release,7,PITTYVAICH,5,25,49.9,,,,,,,,,,,,,,,,,PITTYVAICH
OLD PULTENEY 1983 VINTAGE,Single Malt,HIGHLAND,4.04,,https://distiller.com/spirits/old-pulteney-1983-vintage,6,OLD PULTENEY,5,NAS,46.0,,,,,,,,,,,,,,,,,PULTENEY
HIGHLAND QUEEN MAJESTY,Single Malt,HIGHLAND,2.79,,https://distiller.com/spirits/highland-queen-majesty,7,,2,16,40.0,,,,,,,,,,,,,,,,,OTHER
GLEN GRANT 12 YEAR NON CHILL-FILTERED,Single Malt,SPEYSIDE,3.89,,https://distiller.com/spirits/glen-grant-12-ncf,8,GLEN GRANT,3,12,48.0,,,,,,,,,,,,,,,,,GLEN GRANT
MORTLACH 25 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,SPEYSIDE,4.5,,https://distiller.com/spirits/mortlach-25-year-distillery-labels-gordon-macphail,7,,5,25,43.0,,,,,,,,,,,,,,,,,MORTLACH
ANCOC 12,Single Malt,HIGHLAND,3.04,,https://distiller.com/spirits/ancoc-12,7,,2,12,40.0,,,,,,,,,,,,,,,,,OTHER
GLENMORANGIE PORT WOOD FINISH,Single Malt,HIGHLAND,4.07,,https://distiller.com/spirits/glenmorangie-port-wood-finish,7,,4,NAS,43.0,,,,,,,,,,,,,,,,,GLENMORANGIE
SPRINGBANK 25,Single Malt,CAMPBELTOWN,4.32,,https://distiller.com/spirits/springbank-25,8,,5,25,46.0,,,,,,,,,,,,,,,,,SPRINGBANK
HAMILTONS LOWLAND SINGLE MALT,Single Malt,LOWLANDS,2.63,,https://distiller.com/spirits/hamiltons-lowland-single-malt,8,HAMILTONS,1,NAS,40.0,,,,,,,,,,,,,,,,,HAMILTONS
GLENGOYNE PEDRO XIMENEZ SHERRY CASK FINISH,Single Malt,HIGHLAND,4.11,,https://distiller.com/spirits/glengoyne-pedro-ximenez-sherry-cask-finish,7,,3,NAS,46.0,,,,,,,,,,,,,,,,,GLENGOYNE
TOMATIN 36 YEAR,Single Malt,HIGHLAND,4.39,,https://distiller.com/spirits/tomatin-36-year,7,,5,36,46.0,,,,,,,,,,,,,,,,,TOMATIN
BOWMORE 19 YEAR FRENCH OAK BARRIQUE,Single Malt,ISLAY,4.0,,https://distiller.com/spirits/bowmore-19-year-french-oak-barrique,7,BOWMORE,4,19,48.9,,,,,,,,,,,,,,,,,BOWMORE
THE MACALLAN AERA,Single Malt,HIGHLAND,3.21,,https://distiller.com/spirits/the-macallan-aera,9,,4,NAS,40.0,,,,,,,,,,,,,,,,,MACALLAN
TOMATIN FIVE VIRTUES SERIES WATER EDITION,Single Malt,HIGHLAND,3.04,88.0,https://distiller.com/spirits/tomatin-five-virtues-series-water-edition,7,TOMATIN,2,NAS,46.0,FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":10,""oily"":25,""full_bodied"":45,""rich"":40,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":30,""floral"":10}",0.0,0.0,25.0,10.0,25.0,45.0,40.0,25.0,0.0,0.0,30.0,20.0,30.0,10.0,TOMATIN
HAMILTONS SPEYSIDE SINGLE MALT,Single Malt,SPEYSIDE,3.82,,https://distiller.com/spirits/hamiltons-speyside-single-malt,7,HAMILTONS,2,NAS,40.0,,,,,,,,,,,,,,,,,SPEYSIDE
GLEN GRANT 5 YEAR,Single Malt,SPEYSIDE,3.21,,https://distiller.com/spirits/glen-grant-5-year,7,,1,5,40.0,,,,,,,,,,,,,,,,,GLEN GRANT
SPRINGBANK 15 YEAR. SPRINGBANK SOCIETY - SEPTEMBER 2018,Single Malt,CAMPBELTOWN,4.21,,https://distiller.com/spirits/springbank-15-year-springbank-society-september-2018,7,,5,15,56.0,,,,,,,,,,,,,,,,,SPRINGBANK
BUNNAHABHAIN 1988 28 YEAR CASK STRENGTH (ALEXANDER MURRAY & CO.),Single Malt,ISLAY,3.86,,https://distiller.com/spirits/bunnahabhain-1988-28-year-cask-strength-alexander-murray-co,7,ALEXANDER MURRAY & CO.,5,28,53.2,,,,,,,,,,,,,,,,,BUNNAHABHAIN
GLENMORANGIE A MIDWINTER NIGHT’S DRAM,Single Malt,HIGHLAND,4.29,,https://distiller.com/spirits/glenmorangie-a-midwinter-night-s-dram,7,,3,NAS,43.0,,,,,,,,,,,,,,,,,GLENMORANGIE
TOBERMORY 2005 FINO CASK FINISH,Single Malt,ISLANDS,3.86,90.0,https://distiller.com/spirits/tobermory-2005-fino-cask-finish,7,TOBERMORY,4,12,55.1,FULL BODIED & RICH,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":0,""oily"":40,""full_bodied"":90,""rich"":80,""sweet"":60,""briny"":30,""salty"":50,""vanilla"":20,""tart"":20,""fruity"":50,""floral"":20}",30.0,0.0,50.0,0.0,40.0,90.0,80.0,60.0,30.0,50.0,20.0,20.0,50.0,20.0,TOBERMORY
GLENALLACHIE 10 YEAR CASK STRENGTH BATCH 2,Single Malt,SPEYSIDE,3.54,,https://distiller.com/spirits/the-glenallachie-10-year-cask-strength-batch-2,7,,3,10,54.8,,,,,,,,,,,,,,,,,GLENALLACHIE
BENROMACH CHÂTEAU CISSAC BORDEAUX WOOD FINISH 2010,Single Malt,SPEYSIDE,3.29,87.0,https://distiller.com/spirits/benromach-chateau-cissac-bordeaux-wood-finish-2010,7,BENROMACH,3,NAS,45.0,FULL BODIED,"{""smoky"":30,""peaty"":20,""spicy"":25,""herbal"":5,""oily"":40,""full_bodied"":55,""rich"":40,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":20,""tart"":25,""fruity"":30,""floral"":10}",30.0,20.0,25.0,5.0,40.0,55.0,40.0,25.0,0.0,0.0,20.0,25.0,30.0,10.0,BENROMACH
THE GLENROTHES 25 YEAR,Single Malt,SPEYSIDE,4.05,90.0,https://distiller.com/spirits/the-glenrothes-25-year,8,THE GLENROTHES,5,25,43.0,RICH & FULL BODIED,"{""smoky"":30,""peaty"":0,""spicy"":90,""herbal"":60,""oily"":50,""full_bodied"":100,""rich"":100,""sweet"":60,""briny"":10,""salty"":30,""vanilla"":30,""tart"":60,""fruity"":40,""floral"":20}",30.0,0.0,90.0,60.0,50.0,100.0,100.0,60.0,10.0,30.0,30.0,60.0,40.0,20.0,GLENROTHES
FETTERCAIRN 7 YEAR - BATTLEHILL (DUNCAN TAYLOR),Single Malt,HIGHLAND,2.93,,https://distiller.com/spirits/fettercairn-7-year-battlehill-duncan-taylor,7,,3,7,56.0,,,,,,,,,,,,,,,,,FETTERCAIRN
BRAEVAL 1994 22 YEAR OLD (SAMAROLI),Single Malt,SPEYSIDE,4.0,,https://distiller.com/spirits/braeval-1994-22-year-old-samaroli,7,,5,22,45.0,,,,,,,,,,,,,,,,,BRAEVAL
BOWMORE 15 YEAR FÈIS ÌLE 2018,Single Malt,ISLAY,4.25,,https://distiller.com/spirits/bowmore-feis-ile-2018,7,BOWMORE,4,NAS,,,,,,,,,,,,,,,,,,BOWMORE
GLENALLACHIE 1989 28 YEAR 50TH ANNIVERSARY BOTTLING #986,Single Malt,SPEYSIDE,5.0,90.0,https://distiller.com/spirits/the-glenallachie-1989-28-year-50th-anniversary-bottling-986,7,GLENALLACHIE,5,28,57.7,RICH,"{""smoky"":5,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":40,""full_bodied"":50,""rich"":55,""sweet"":30,""briny"":5,""salty"":0,""vanilla"":25,""tart"":50,""fruity"":45,""floral"":10}",5.0,0.0,20.0,10.0,40.0,50.0,55.0,30.0,5.0,0.0,25.0,50.0,45.0,10.0,GLENALLACHIE
GLENTURRET 11 YEAR THE MACPHAIL'S COLLECTION (GORDON & MACPHAIL),Single Malt,HIGHLAND,3.64,,https://distiller.com/spirits/glenturret-11-year-gordon-macphail,7,GORDON & MACPHAIL THE MACPHAIL'S COLLECTION,3,11,46.0,,,,,,,,,,,,,,,,,GLENTURRET
THE MACALLAN 2007 9 YEAR SPEYMALT (GORDON & MACPHAIL),Single Malt,SPEYSIDE,3.75,,https://distiller.com/spirits/the-macallan-2007-9-year-speymalt-gordon-macphail,7,,3,9,43.0,,,,,,,,,,,,,,,,,MACALLAN
EDRADOUR 2002 IBISCO DECANTER,Single Malt,HIGHLAND,4.07,,https://distiller.com/spirits/edradour-2002-ibisco-decanter,7,,4,14,55.0,,,,,,,,,,,,,,,,,EDRADOUR
ARRAN SINGLE CASK SHERRY CASK 1997,Single Malt,ARRAN,3.79,,https://distiller.com/spirits/arran-single-cask-sherry-cask-1997,8,ARRAN,4,NAS,56.5,,,,,,,,,,,,,,,,,ARRAN
CRAIGELLACHIE 31 YEAR,Single Malt,SPEYSIDE,4.29,94.0,https://distiller.com/spirits/craigellachie-31-year,7,CRAIGELLACHIE,5,31,52.2,FRUITY & VANILLA,"{""smoky"":40,""peaty"":0,""spicy"":50,""herbal"":0,""oily"":50,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":80,""tart"":20,""fruity"":80,""floral"":10}",40.0,0.0,50.0,0.0,50.0,80.0,80.0,60.0,0.0,20.0,80.0,20.0,80.0,10.0,CRAIGELLACHIE
GLENTAUCHERS 2008 8 YEAR (THE EXCLUSIVE MALTS),Single Malt,SPEYSIDE,4.21,,https://distiller.com/spirits/glentauchers-2008-8-year-the-exclusive-malts,8,THE EXCLUSIVE MALTS,3,8,57.9,,,,,,,,,,,,,,,,,GLENTAUCHERS
GLENDRONACH 14 YEAR VIRGIN OAK FINISH,Single Malt,HIGHLAND,4.32,,https://distiller.com/spirits/glendronach-14-year-virgin-oak-finish,9,GLENDRONACH,3,14,46.0,,,,,,,,,,,,,,,,,GLENDRONACH
BEN NEVIS 1991 24 YEAR CASK STRENGTH COLLECTION (SIGNATORY),Single Malt,HIGHLAND,4.61,,https://distiller.com/spirits/ben-nevis-1991-24-year-cask-strength-collection-signatory,7,SIGNATORY CASK STRENGTH COLLECTION,4,24,57.8,,,,,,,,,,,,,,,,,BEN NEVIS
EDRADOUR 2002 STRAIGHT FROM THE CASK BAROLO CASK FINISH 12 YEAR,Single Malt,HIGHLAND,3.54,,https://distiller.com/spirits/edradour-2002-straight-from-the-cask-barolo-cask-finish-12-year,7,EDRADOUR,3,12,57.1,,,,,,,,,,,,,,,,,EDRADOUR
THE MACALLAN 1970 SPEYMALT (GORDON & MACPHAIL),Single Malt,SPEYSIDE,4.39,,https://distiller.com/spirits/the-macallan-1970-speymalt-gordon-macphail,7,GORDON & MACPHAIL SPEYMALT,5,NAS,43.0,,,,,,,,,,,,,,,,,MACALLAN
CLYNELISH SELECT RESERVE (2015 SPECIAL RELEASE),Single Malt,HIGHLAND,3.86,87.0,https://distiller.com/spirits/clynelish-select-reserve-2015-release,7,CLYNELISH,5,NAS,56.1,FULL BODIED & SWEET,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":25,""oily"":20,""full_bodied"":70,""rich"":60,""sweet"":60,""briny"":10,""salty"":0,""vanilla"":40,""tart"":15,""fruity"":50,""floral"":20}",15.0,0.0,30.0,25.0,20.0,70.0,60.0,60.0,10.0,0.0,40.0,15.0,50.0,20.0,CLYNELISH
ROSEBANK 12 YEAR FLORA & FAUNA,Single Malt,LOWLANDS,4.25,,https://distiller.com/spirits/rosebank-12-year-flora-fauna,8,ROSEBANK,5,12,43.0,,,,,,,,,,,,,,,,,ROSEBANK
GLEN GRANT FIVE DECADES,Single Malt,SPEYSIDE,4.21,92.0,https://distiller.com/spirits/glen-grant-five-decades,9,GLEN GRANT,4,NAS,46.0,FULL BODIED & SWEET,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":70,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":60,""tart"":10,""fruity"":30,""floral"":15}",5.0,0.0,25.0,0.0,10.0,80.0,70.0,70.0,0.0,10.0,60.0,10.0,30.0,15.0,GLEN GRANT
BLADNOCH 11 YEAR,Single Malt,LOWLANDS,3.61,,https://distiller.com/spirits/bladnoch-11-year,7,BLADNOCH,3,NAS,46.0,,,,,,,,,,,,,,,,,BLADNOCH
BLADNOCH 21 YEAR,Single Malt,LOWLANDS,3.71,,https://distiller.com/spirits/bladnoch-21-year,7,BLADNOCH,3,21,40.0,,,,,,,,,,,,,,,,,BLADNOCH
THE GLENLIVET SINGLE CASK PULLMAN CLUB CAR,Single Malt,SPEYSIDE,4.57,93.0,https://distiller.com/spirits/the-glenlivet-single-cask-pullman-club-car,7,THE GLENLIVET,5,18,56.24,RICH & FULL BODIED,"{""smoky"":10,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":15,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":30,""floral"":10}",10.0,0.0,20.0,0.0,15.0,80.0,80.0,70.0,0.0,0.0,40.0,10.0,30.0,10.0,GLENLIVET
BRUICHLADDICH BERE BARLEY 2006 KYNAGARRY FARM,Single Malt,ISLAY,2.96,,https://distiller.com/spirits/bruichladdich-bere-barley-2006-kynagarry-farm,7,BRUICHLADDICH,2,NAS,50.0,,,,,,,,,,,,,,,,,BRUICHLADDICH
GLENKINCHIE 20 YEAR,Single Malt,LOWLANDS,4.27,84.0,https://distiller.com/spirits/glenkinchie-20-year,10,GLENKINCHIE,4,20,58.0,TART & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":15,""herbal"":20,""oily"":55,""full_bodied"":60,""rich"":15,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":70,""tart"":70,""fruity"":30,""floral"":30}",10.0,0.0,15.0,20.0,55.0,60.0,15.0,60.0,0.0,10.0,70.0,70.0,30.0,30.0,GLENKINCHIE
GLEN PARKER SINGLE MALT,Single Malt,SPEYSIDE,2.86,,https://distiller.com/spirits/glen-parker-single-malt,7,GLEN PARKER,1,NAS,40.0,,,,,,,,,,,,,,,,,GLEN PARKER
ARRAN 17 YEAR,Single Malt,ISLANDS,4.11,80.0,https://distiller.com/spirits/arran-17-year,8,ARRAN,4,17,46.0,FRUITY & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":10,""rich"":20,""sweet"":55,""briny"":5,""salty"":15,""vanilla"":65,""tart"":45,""fruity"":65,""floral"":55}",10.0,0.0,50.0,30.0,30.0,10.0,20.0,55.0,5.0,15.0,65.0,45.0,65.0,55.0,ARRAN
BALBLAIR 1969 1ST RELEASE,Single Malt,HIGHLAND,5.0,,https://distiller.com/spirits/balblair-1969-1st-release,7,BALBLAIR,5,NAS,41.4,,,,,,,,,,,,,,,,,BALBLAIR
LITTLEMILL 25 YEAR (2015 RELEASE),Single Malt,LOWLANDS,4.32,90.0,https://distiller.com/spirits/littlemill-25-year-2015-release,8,LITTLEMILL,5,25,50.4,FRUITY & RICH,"{""smoky"":0,""peaty"":20,""spicy"":70,""herbal"":20,""oily"":50,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":50,""fruity"":90,""floral"":60}",0.0,20.0,70.0,20.0,50.0,80.0,80.0,60.0,0.0,0.0,40.0,50.0,90.0,60.0,LITTLEMILL
BENROMACH CHATEAU CISSAC WOOD FINISH 2006,Single Malt,SPEYSIDE,3.54,,https://distiller.com/spirits/benromach-chateau-cissac-wood-finish,7,BENROMACH,3,NAS,45.0,,,,,,,,,,,,,,,,,BENROMACH
GLENDRONACH 33 YEAR,Single Malt,HIGHLAND,4.93,,https://distiller.com/spirits/glendronach-33-year,7,GLENDRONACH,5,33,40.0,,,,,,,,,,,,,,,,,GLENDRONACH
THE MACALLAN 1972 SPEYMALT (GORDON & MACPHAIL),Single Malt,HIGHLAND,4.3,,https://distiller.com/spirits/the-macallan-1972-speymalt-gordon-macphail,8,GORDON & MACPHAIL SPEYMALT,5,NAS,43.0,,,,,,,,,,,,,,,,,MACALLAN
TOMATIN DECADES,Single Malt,HIGHLAND,4.45,,https://distiller.com/spirits/tomatin-decades,11,TOMATIN,4,NAS,46.0,,,,,,,,,,,,,,,,,TOMATIN
LAPHROAIG 15 YEAR CHIEFTAIN'S (IAN MACLEOD),Single Malt,ISLAY,4.16,,https://distiller.com/spirits/chieftain-s-laphroaig-15-year,11,IAN MACLEOD CHIEFTAIN'S ,5,15,46.0,,,,,,,,,,,,,,,,,LAPHROAIG
"TOMATIN CUATRO SERIES #4 ""PEDRO XIMENEZ"" 12 YEAR",Single Malt,HIGHLAND,3.99,,https://distiller.com/spirits/tomatin-cuatro-series-4-pedro-ximenez-12-year,12,TOMATIN,3,12,46.0,,,,,,,,,,,,,,,,,TOMATIN
HAZELBURN 10 YEAR OLD RUNDLETS & KILDERKINS 2003,Single Malt,CAMPBELTOWN,4.18,,https://distiller.com/spirits/hazelburn-10-year-old-rundlets-kilderkins-2003,20,SPRINGBANK,4,10,50.1,,,,,,,,,,,,,,,,,HAZELBURN
GLENMORANGIE TAGHTA,Single Malt,HIGHLAND,3.88,84.0,https://distiller.com/spirits/glenmorangie-taghta,12,GLENMORANGIE,4,NAS,46.0,FRUITY & OILY,"{""smoky"":0,""peaty"":0,""spicy"":65,""herbal"":10,""oily"":65,""full_bodied"":10,""rich"":50,""sweet"":50,""briny"":20,""salty"":0,""vanilla"":60,""tart"":30,""fruity"":65,""floral"":45}",0.0,0.0,65.0,10.0,65.0,10.0,50.0,50.0,20.0,0.0,60.0,30.0,65.0,45.0,GLENMORANGIE
AUCHENTOSHAN SOLERA,Single Malt,LOWLANDS,3.89,,https://distiller.com/spirits/auchentoshan-solera,11,AUCHENTOSHAN,5,NAS,48.0,,,,,,,,,,,,,,,,,AUCHENTOSHAN
AUCHENTOSHAN COOPER'S RESERVE 14 YEAR,Single Malt,LOWLANDS,3.45,,https://distiller.com/spirits/auchentoshan-cooper-s-reserve-14-year,12,AUCHENTOSHAN,3,14,46.0,,,,,,,,,,,,,,,,,AUCHENTOSHAN
GLENDRONACH OCTARINE 8 YEAR,Single Malt,HIGHLAND,3.41,,https://distiller.com/spirits/glendronach-octarine-8-year,11,GLENDRONACH,2,8,46.0,,,,,,,,,,,,,,,,,GLENDRONACH
"THE BALVENIE TUN 1401, BATCH 9",Single Malt,SPEYSIDE,4.7,90.0,https://distiller.com/spirits/the-balvenie-tun-1401-batch-9,11,THE BALVENIE,5,NAS,49.3,RICH & SPICY,"{""smoky"":53,""peaty"":0,""spicy"":81,""herbal"":61,""oily"":74,""full_bodied"":79,""rich"":81,""sweet"":73,""briny"":43,""salty"":46,""vanilla"":70,""tart"":54,""fruity"":77,""floral"":68}",53.0,0.0,81.0,61.0,74.0,79.0,81.0,73.0,43.0,46.0,70.0,54.0,77.0,68.0,BALVENIE
GLEN SPEY 21 YEAR,Single Malt,SPEYSIDE,3.77,94.0,https://distiller.com/spirits/glen-spey-21-year,12,GLEN SPEY,5,21,50.4,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":80,""floral"":10}",20.0,0.0,50.0,30.0,40.0,60.0,60.0,70.0,0.0,0.0,50.0,30.0,80.0,10.0,GLEN SPEY
KILKERRAN 8 CASK STRENGTH (2021),Single Malt,CAMPBELTOWN,4.0,,https://distiller.com/spirits/kilkerran-8-cask-strength-2021,10,,3,8,56.9,,,,,,,,,,,,,,,,,OTHER
BRUICHLADDICH ISLAY BARLEY 2012,Single Malt,ISLAY,3.8,,https://distiller.com/spirits/bruichladdich-islay-barley-2012,10,BRUICHLADDICH,3,8,50.0,,,,,,,,,,,,,,,,,BRUICHLADDICH
ABERLOUR DOUBLE CASK 12 YEAR,Single Malt,HIGHLAND,3.79,,https://distiller.com/spirits/aberlour-double-cask-12-year,11,,3,12,40.0,,,,,,,,,,,,,,,,,ABERLOUR
MORTLACH 16 YEAR FLORA & FAUNA,Single Malt,SPEYSIDE,3.25,,https://distiller.com/spirits/mortlach-16,11,MORTLACH,5,16,43.0,,,,,,,,,,,,,,,,,MORTLACH
TOMATIN 18,Single Malt,HIGHLAND,3.63,,https://distiller.com/spirits/tomatin-18,10,,3,18,46.0,,,,,,,,,,,,,,,,,TOMATIN
BRUICHLADDICH ISLAY BARLEY WE BELIEVE TERROIR MATTERS,Single Malt,ISLAY,3.88,,https://distiller.com/spirits/bruichladdich-islay-barley-we-believe-terroir-matters,11,,1,NAS,50.0,,,,,,,,,,,,,,,,,BRUICHLADDICH
OBAN DISTILLERY EXCLUSIVE BOTTLING BATCH 01,Single Malt,WEST HIGHLAND,3.95,,https://distiller.com/spirits/oban-distillery-exclusice-bottling,11,,4,NAS,48.0,,,,,,,,,,,,,,,,,OBAN
GLENALLACHIE 10 YEAR PORT WOOD FINISH,Single Malt,SPEYSIDE,3.55,84.0,https://distiller.com/spirits/glenallachie-10-year-port-wood-finish,10,GLENALLACHIE,3,10,48.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":20,""full_bodied"":30,""rich"":40,""sweet"":45,""briny"":0,""salty"":0,""vanilla"":20,""tart"":35,""fruity"":30,""floral"":20}",0.0,0.0,40.0,10.0,20.0,30.0,40.0,45.0,0.0,0.0,20.0,35.0,30.0,20.0,GLENALLACHIE
GLENGOYONE CASK STRENGTH BATCH 5,Single Malt,HIGHLAND,3.61,,https://distiller.com/spirits/glengoyone-cask-strength-batch-5,11,,4,NAS,59.1,,,,,,,,,,,,,,,,,OTHER
GRANGESTONE 25YR SINGLE MALT SHERRY CASK FINISH,Single Malt,HIGHLAND,4.25,,https://distiller.com/spirits/grangestone-25yr-single-malt-sherry-cask-finish,12,,4,25,40.0,,,,,,,,,,,,,,,,,OTHER
GLEN MARNOCH ISLAY,Single Malt,ISLAY,3.13,,https://distiller.com/spirits/glen-marnoch-islay,11,,1,NAS,40.0,,,,,,,,,,,,,,,,,OTHER
THE SINGLETON OF GLENDULLAN DOUBLE MATURED,Single Malt,,3.7,,https://distiller.com/spirits/the-singleton-of-glendullan-double-matured,11,,3,NAS,40.0,,,,,,,,,,,,,,,,,GLENDULLAN
GLENDRONACH 2003 11 YEAR SINGLE CASK PEDRO XIMENEZ,Single Malt,HIGHLAND,4.18,,https://distiller.com/spirits/2003-glendronach-11-year-single-cask-pedro-ximenez,10,,4,11,57.1,,,,,,,,,,,,,,,,,GLENDRONACH
BRUICHLADDICH HB 90/27,Single Malt,ISLAY,4.75,,https://distiller.com/spirits/bruichladdich-hb-90-27,10,,5,27,49.5,,,,,,,,,,,,,,,,,BRUICHLADDICH
OLD PULTENEY 2006,Single Malt,HIGHLAND,3.91,85.0,https://distiller.com/spirits/old-pulteney-2006,14,OLD PULTENEY,3,NAS,46.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":25,""full_bodied"":45,""rich"":30,""sweet"":45,""briny"":10,""salty"":25,""vanilla"":40,""tart"":5,""fruity"":35,""floral"":30}",0.0,0.0,40.0,10.0,25.0,45.0,30.0,45.0,10.0,25.0,40.0,5.0,35.0,30.0,PULTENEY
GLENGOYNE CASK STRENGTH BATCH NO. 003,Single Malt,HIGHLAND,3.88,,https://distiller.com/spirits/glengoyne-cask-strength-batch-no-003,10,,4,NAS,58.2,,,,,,,,,,,,,,,,,GLENGOYNE
LEDAIG 2005 HERMITAGE WOOD FINISH (GORDON & MACPHAIL) ,Single Malt,ISLAND,4.05,,https://distiller.com/spirits/ledaig-2005-hermitage-wood-finish-gordon-macphail,11,,3,11,45.0,,,,,,,,,,,,,,,,,OTHER
THE GLENROTHES 2004,Single Malt,SPEYSIDE,3.73,86.0,https://distiller.com/spirits/the-glenrothes-2004,10,THE GLENROTHES,3,NAS,43.0,FRUITY & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":40,""oily"":0,""full_bodied"":40,""rich"":60,""sweet"":50,""briny"":0,""salty"":20,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":50}",10.0,0.0,30.0,40.0,0.0,40.0,60.0,50.0,0.0,20.0,60.0,30.0,80.0,50.0,GLENROTHES
BRUICHLADDICH 1984/32 BOURBON: ALL IN,Single Malt,ISLAY,4.65,96.0,https://distiller.com/spirits/bruichladdich-1984-32-bourbon-all-in,12,BRUICHLADDICH,5,32,43.7,FULL BODIED & VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":90,""rich"":80,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":80,""tart"":20,""fruity"":70,""floral"":20}",0.0,0.0,40.0,30.0,50.0,90.0,80.0,70.0,10.0,10.0,80.0,20.0,70.0,20.0,BRUICHLADDICH
ALLT A BHAINNE 1993 22 YEAR (THE EXCLUSIVE MALTS),Single Malt,SPEYSIDE,3.7,,https://distiller.com/spirits/allt-a-bhainne-1993-22-year-the-exclusive-malts,10,THE EXCLUSIVE MALTS,5,22,50.7,,,,,,,,,,,,,,,,,THE EXCLUSIVE MALTS
DALMORE VINTAGE 1998 18 YEAR,Single Malt,HIGHLAND,3.31,,https://distiller.com/spirits/dalmore-vintage-1998-18-year,11,THE DALMORE,5,18,44.0,,,,,,,,,,,,,,,,,DALMORE
JURA TASTIVAL 2017,Single Malt,ISLANDS,4.08,,https://distiller.com/spirits/jura-tastival-2017,10,JURA,4,NAS,51.0,,,,,,,,,,,,,,,,,JURA
FINLAGGAN SHERRY FINISH,Single Malt,ISLAY,3.95,,https://distiller.com/spirits/finlaggan-sherry-finish,13,FINLAGGAN,2,NAS,46.0,,,,,,,,,,,,,,,,,LAGG
GLENFARCLAS 15 YEAR 103° PROOF,Single Malt,HIGHLAND,4.18,,https://distiller.com/spirits/glenfarclas-15-year-103-proof,10,GLENFARCLAS,4,15,58.6,,,,,,,,,,,,,,,,,GLENFARCLAS
TOMATIN 1988,Single Malt,HIGHLAND,4.06,,https://distiller.com/spirits/tomatin-1988,12,TOMATIN,5,25,43.0,,,,,,,,,,,,,,,,,TOMATIN
GLENFIDDICH RARE COLLECTION VINTAGE 1978 CASK #28121,Single Malt,SPEYSIDE,4.7,95.0,https://distiller.com/spirits/glenfiddich-1978-rare-collection-cask,11,GLENFIDDICH,5,36,54.1,FULL BODIED & RICH,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":80,""rich"":70,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":50,""tart"":10,""fruity"":20,""floral"":30}",20.0,0.0,40.0,10.0,30.0,80.0,70.0,40.0,0.0,0.0,50.0,10.0,20.0,30.0,GLENFIDDICH
CAOL ILA UNPEATED 14 YEAR (2012 SPECIAL RELEASE),Single Malt,ISLAY,3.45,89.0,https://distiller.com/spirits/caol-ila-unpeated-14-year-2012-special-release,11,CAOL ILA,4,14,59.3,FRUITY & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":25,""oily"":40,""full_bodied"":45,""rich"":45,""sweet"":55,""briny"":10,""salty"":10,""vanilla"":15,""tart"":15,""fruity"":70,""floral"":50}",10.0,0.0,40.0,25.0,40.0,45.0,45.0,55.0,10.0,10.0,15.0,15.0,70.0,50.0,CAOL ILA
